"Review","Nama Tempat","Rating","Reviewer","Tanggal","ISO_Tanggal"
"","Tlk. Pacitan","1.0","Dl Trans","5 tahun lalu","2020-09-06T05:49:57Z"
"","Tlk. Pacitan","5.0","elang samudera77 chanel","5 tahun lalu","2020-07-24T07:10:14Z"
"Bagus + Dingin","Wisata Air Terjun Tretes","5.0","Raffa sec","15 jam lalu","2026-05-22T23:13:24Z"
"Keren cocok buat hiking dan adventure bike","Wisata Air Terjun Tretes","5.0","Murtadho Ali","5 hari lalu","2026-05-18T11:23:17Z"
"sangat bagus, untuk parkir agak jauhan dari lokasi air terjun, agar bisa menikmati keindahan alam sekitarnya","Wisata Air Terjun Tretes","5.0","Eka Puji Ramadhan","seminggu lalu","2026-05-11T11:11:05Z"
"Masih alami seger,
Ini tempat wisata milik pribadi jd mungkin perkembanganya kurang pendukung, tp moga ada banyak pengunjung biar bisa berkembang","Wisata Air Terjun Tretes","5.0","Agus Sy","2 minggu lalu","2026-05-05T09:42:09Z"
"Kesini beberapa waktu lalu untuk mencapai air terjun tidak terlalu jauh selama berjalan di jalan setapak akan dimanjakan dengan pemandangan yang cantik dari tebing tebing pohon pohon hutan dan hamparan rumput perbukitan melewati beberapa anak sungai yg sangat kecil first time ke sini dan pengalaman yg memuaskan walau","Wisata Air Terjun Tretes","5.0","Mokacinocit","3 minggu lalu","2026-04-26T00:27:23Z"
"jalannya landai bgt bgt, trus viewnya bagusss pollll","Wisata Air Terjun Tretes","5.0","Nayvira","sebulan lalu","2026-04-23T12:45:48Z"
"Air terjun dlundung trawas jalan kaki dari parkiran ke air terjun hanya 2 menit","Wisata Air Terjun Tretes","1.0","Ndre Andre","sebulan lalu","2026-04-13T23:11:30Z"
"Seru pol jalannya landai bocil2 aman kalo mau kesana jangan lupa bawa bekal","Wisata Air Terjun Tretes","5.0","Linda Sekar","sebulan lalu","2026-03-29T05:26:29Z"
"Keren....bgtttt..... Jalan dari parkiran bawah ke.atas membutuhkan waktu sekitar 1,5jam
Hati biasa banyak pengunjung juga,banyak tempat istirahat,petugasnya ramah poll..hati hati ada pacetnya..
Pengalaman yg menyenangkan bareng mereka
Ingat ya musim hujan hati hati rawan longsor..","Wisata Air Terjun Tretes","5.0","Nola Channel","2 bulan lalu","2026-03-15T14:37:58Z"
"","Wisata Air Terjun Tretes","5.0","bagus sasraguna","10 jam lalu","2026-05-23T04:13:24Z"
"","Wisata Air Terjun Tretes","5.0","izaa","15 jam lalu","2026-05-22T22:51:55Z"
"","Wisata Air Terjun Tretes","5.0","Gagas Bagaskara","3 hari lalu","2026-05-20T08:43:19Z"
"pokok joss 👍","Wisata Air Terjun Tretes","5.0","Nizam Zulfikar","2 minggu lalu","2026-05-08T17:34:35Z"
"","Wisata Air Terjun Tretes","5.0","TI A_007_ABBI MAULANHA MALIK","2 minggu lalu","2026-05-07T06:19:12Z"
"","Wisata Air Terjun Tretes","5.0","Yogi agustinus","sebulan lalu","2026-04-18T13:11:38Z"
"","Wisata Air Terjun Tretes","5.0","Tri Mulyono","sebulan lalu","2026-04-10T03:46:31Z"
"","Wisata Air Terjun Tretes","1.0","Wa Wa","sebulan lalu","2026-04-08T11:56:54Z"
"","Wisata Air Terjun Tretes","5.0","Yann pww","sebulan lalu","2026-04-04T04:40:03Z"
"Pertama masuk pacitan sayang sekali kalau kamu tidak singgah di Pantai ini. Meskipun pacitan punya banyak Pantai, Pantai soge ini adalah Pantai yang paling mudah dijangkau. Akses mobil juga mudah. Sayangnya, ombak di Pantai soge besar, jadi kamu jangan berenang di Pantai ini ya...

Cek keseruan Syalala selama di pacitan, jangan lupa kepoin channel youtube jalan jalan Syalala Entertainment ya... 😉","Pantai Soge Pacitan","5.0","Dian Afriani","3 bulan lalu","2026-02-07T00:27:17Z"
"Baguuuussss
Pantai nya bersih
Tp ombak e gede wkwk
Wisata tadabur alam ga cocok buat kecek
Uda ga penasaran lagi sama soge","Pantai Soge Pacitan","5.0","Rizki Oryza","5 bulan lalu","2025-11-30T23:27:00Z"
"Salah satu pantai yang kami datangi ketika liburan k Pacitan kemarin. Pantai nya bersih sekali. Pasir warna putih. Namun sayang tidak begitu ramai d kunjungi wisatawan. Untuk fasilitas juga kurang terawat dan tidak lengkap. Hanya ada beberapa sedikit warung menjual snack. Jadi jika kalian k sini jangan lupa bawa snack atau bawa makanan daru rumah. Tidak ada penyewaan karpet jadi bisa membawa karpet dari rumah.","Pantai Soge Pacitan","3.0","Nurinnafiahh","4 bulan lalu","2025-12-29T11:02:55Z"
"Pantai yang bagus, bersih dan murah. 2 orang dan motor harga tiket Rp 10.000.","Pantai Soge Pacitan","5.0","Rahma Sari","4 bulan lalu","2025-12-28T09:04:04Z"
"Menelusuri kota Pacitan dan menemukan pantai soge dan jembatan biru di era presiden SBY","Pantai Soge Pacitan","5.0","Tut Sagita","2 bulan lalu","2026-03-06T12:17:55Z"
"Salah satu pantai terindah yang pernah saya datangi. Sabtu siang menjelang sore, pengunjung tidak ramai. Saya ngobrol dengan salah satu pemilik warung yang ramah dan informatif, dan bahkan saya diberi password wifi pantai ini. Dari beliau saya tahu bahwa berkemah di sini ternyata nyaman dan menyenangkan. Ada toilet, musholla, warung 24 jam.
Biaya masuk per orang seingat saya 15 ribu rupiah. Cukup terjangkau. Pengunjung diharap waspada kalau bermain air laut karena ombak dan arus cukup besar.","Pantai Soge Pacitan","5.0","Helmy Hakim","7 bulan lalu","2025-10-20T02:45:20Z"
"Pantai Soge Pacitan berada di wilayah timur Kabupaten Pacitan dan dikenal punya pemandangan yang sangat indah. Jika dilihat dari atas jalur JLS, pantai ini jadi suguhan yang pas setelah melewati jalanan hutan dengan tanjakan, turunan, dan tikungan panjang. Dari atas, garis pantai dan laut lepasnya terlihat sangat memanjakan mata.

Area pantainya cukup luas dengan pasir putih yang bersih. Suasananya terbuka dan terasa eksotis, khas pantai selatan Jawa. Meski cuaca sedang cerah, angin lautnya cukup kencang sehingga udara tetap terasa sejuk. Ombaknya besar, jadi tidak disarankan untuk berenang. Kalau datang siang hari, sebaiknya tetap pakai tabir surya karena matahari bisa cukup terik.","Pantai Soge Pacitan","5.0","Don T. Beakunt","4 bulan lalu","2026-01-12T03:29:09Z"
"Pantai nya bagus bersih, view nya menawan banget. Touring dr klaten ke pacitan jarak tempuh 2,5jam ...","Pantai Soge Pacitan","5.0","Mira Yusnita","4 bulan lalu","2026-01-18T11:31:47Z"
"Pantai soge sekarang sudah mulai bagus. Pemandangannya berasa di pantai pandawa bali.","Pantai Soge Pacitan","5.0","maya astikasari","4 bulan lalu","2026-01-14T00:32:14Z"
"Pantai yg panjang dan bersih...ombaknya gede bgt ya guys... jajanan atau yg jualan pas gak banyak ...tp murah bgt...biar tambah asyik jangan lupa bawa bekel ya...","Pantai Soge Pacitan","5.0","Titin Runerih","4 bulan lalu","2025-12-23T21:39:46Z"
"soge ini mempunyai area pantai yg cukup panjang dengan pasir putihnya.
Ada muara sungai yg bisa diarungi dengan perahu. Yg bikin asyik adalah jalan menuju ke pantai ini, sangat nagih. View jalan pun mantab.
Tidak terlalu banyak warung disekitar.","Pantai Soge Pacitan","4.0","ardian11","9 bulan lalu","2025-07-27T02:40:07Z"
"pantai bagusss what a great view, sepi, ombaknya gede bgt jadi gak boleh berenang","Pantai Soge Pacitan","4.0","cel","4 bulan lalu","2026-01-10T05:48:17Z"
"Bagian terbaik dari pantai soge adalah muara sungainya, hijau, syahdu dan adem, di dekat sini ada warung yg punya lesehan tepat diatas sungainya. Makanannya murah tapi viewnya Mahal banget, sekelas Ubud Bali, datang kesini kapan saja, bagus terus viewnya.
Untuk pantai Soge sendiri, pantainya luas dan panas, kelihatan kok dari jalan raya, jarak ke air lautnya jauh banget dari jalan masuk, pasing pantainya jauh.","Pantai Soge Pacitan","5.0","nicky minaj","setahun lalu","2025-04-06T08:04:24Z"
"Selama bertahun - tahun kalau main ke pacitan sebelum dibuka untuk umum pantai soge seperti pantai pribadi, karena sebrang pantai rumah mbah biasa nginep semingguan tiap pagi atau sore selalu ke pantai, sepi banget dulu mah","Pantai Soge Pacitan","5.0","Ariska Mardiani","3 bulan lalu","2026-02-06T05:20:07Z"
"Salah satu pantai paling eksotis yang pernah saya kunjungi di Jawa. Area bentangnya luas, berpasir putih. Meski cuaca sangat cerah, hempasan angin samudera selatan tetap mendinginkan suasana. Mungkin sedikit saran, jangan lupa gunakan tabir surya agar terhindar dari sunburn.","Pantai Soge Pacitan","5.0","[at]hajigoor WhatTheFood","2 tahun lalu","2024-03-05T06:21:13Z"
"Keren dah
Ombak nya gede tp cantik bangettt
Gak pernah gak puas klo ke soge
Yg penting tetap dimana bumi dipijak, disitu langit dijunjung.","Pantai Soge Pacitan","5.0","Intan Syahara","setahun lalu","2025-04-09T06:07:01Z"
"pantainya cukup bagus, sayang tidak bisa untuk main air atau renang","Pantai Soge Pacitan","5.0","luis adi","9 bulan lalu","2025-08-05T08:16:39Z"
"Harga tiket masuk @10rb per orang. Waktu saya kesana sepi tidak terlalu banyak pengunjung. Penjual juga banyak beberapa yg tutup. Untuk toliet nya kurang layak kalau menurut saya , untuk ambil air nya tidak pakai gayung hanya menggunakan mangkok plastik saja. Pantai termasuk besar , cocok untuk piknik keluarga jika cuaca tidak terlalu panas","Pantai Soge Pacitan","4.0","Jill Jinda","2 tahun lalu","2023-11-10T09:12:14Z"
"Pantai Banyu Tibo punya keunikan air terjun yang jatuh pas ke pantai. Untuk masuk bayar 10rb per orang + parkir 2rb. Jalannya emang kurang bagus, agak rusak. Tapi saya rasa masih oke untuk dilalui motor. Penjual di sini ga terlalu banyak. Ga ada penginapan juga. Pantainya masih sepi. Kata pedagang sekitar kalau pas surut bisa loh turun. Karena bawa anak, saya cuma ajak main di sungai. Bersih sekali dan cukup aman karena tidak terlalu dalam (dangkal). Kalau pas pasang memang bikin takut. Makanan dan minuman di sini cukup terjangkau.","Banyu Tibo Beach","5.0","Insani Miftahul Janah","5 bulan lalu","2025-12-20T09:09:06Z"
"Pantai yang cantik dengan landscaping yang keren, waterfall yang unik, laut biru dengan deburan ombak yang dramatis. Perlu effort yang prima untuk tiba di lokasi tapi semuanya terbayar lunas dengan keindahan pantai ini. Tersedia warung utk makan, minum sambil beristirahat.","Banyu Tibo Beach","5.0","Hermin","7 bulan lalu","2025-10-20T08:35:56Z"
"🌊 Pantai Banyu Tibo – Perpaduan Pantai & Air Terjun yang Unik!
Pantai Banyu Tibo terletak di Desa Widoro, Donorojo, Pacitan. Akses menuju lokasi cukup menantang—jalan sempit dan berkelok, hanya bisa dilalui motor atau mobil kecil. Tapi semua terbayar saat tiba: pantai berpasir putih yang bersih, berpadu dengan air terjun alami yang langsung jatuh ke bibir laut.

🕒 Waktu terbaik berkunjung: saat air laut surut, karena saat pasang area pantai bisa tertutup ombak dan air terjun jadi sulit dinikmati.
Diarea pantai ada pemandu lokal yg membantu naik turun melalui tangga. Disediakn kotak pembayaran seihklasnya untuk pemeliharaan tangga darurat

💸 Harga tiket masuk:
- HTM 10rb
- Parkir: Rp2.000–Rp5.000 tergantung kendaraan

🚻 Fasilitas:
- Toilet dan kamar mandi bilas bersih
- Mushola sederhana
- Area parkir cukup untuk puluhan motor dan mobil pribadi
- Warung makan dan kios lokal
- Spot foto alami

📍 Lokasi ini cocok buat kamu yang suka suasana tenang, pemandangan eksotis, dan pengalaman alam yang berbeda. Jangan lupa bawa kamera dan datang saat cuaca cerah!","Banyu Tibo Beach","5.0","Aura Shanty","7 bulan lalu","2025-09-24T08:14:49Z"
"View bagus. Tiket masuk 10 K / org. Parkir seikhlasnya. Bibir pantai tidak terlalu luas. Turun ke pantai yang ada air terjunnya biasanya dianjurkan siang jam 1 sampai sore setengah 6 an. Ada guidenya yang siap membantu menuruni anak tangga dan membantu apabila ada ombak besar akan mengarahkan lita ke tempat yang aman. Untuk guidenya bayar seikhlasnya. Harus hati - hati kalau turun le bawah karena saat air surut kadang ombak yang datang juga besar terlebih jika membawa anak - anak. Setelah foto2 dibawah lebih baik segera naik dan menikmati view pantai dari atas akan lebih aman. Tersedia toilet dan ada warung - warung penjual makanan / kopi.","Banyu Tibo Beach","5.0","Phiphi","9 bulan lalu","2025-08-22T03:19:43Z"
"Untuk menuju ke pantai banyu tibo ini cukup dekat dg jogja. Jalan yg dilalui cukup tricky karena harus lewat jalan kecil, pas buat 1 mobil, naik turun dan kelak kelok.
Tiket masuk 10rb per orang + parkir.
Pagi datang ke sini tidak ramai. Bisa main air di kolam yg ada di atas pantai. Ada air terjun yg lgsg ke pantai.
Alangkah lebih baik dtg saat sore, krn klo pagi air laut pasang. Tidak bisa main di pantai. Dan utk turun ke pantai harus pakai tangga bambu.
View keren dan cocok utk santai
Fasilitas lengkap, ada warung, kamar mandi, parkir.","Banyu Tibo Beach","4.0","ardian11","9 bulan lalu","2025-07-27T02:34:52Z"
"Masya Allah tabarakallah... Pantainya indah sekali. Walaupun waktu ke sini ombaknya lagi besar dan nggak bisa main air, tapi menikmati suasana dengan pemandangannya sudah sangat cukup untuk healing. 😍😍😍😍 Next agendakan ke sini lagi deh pokoknya.","Banyu Tibo Beach","5.0","Agustina nur hidayah","3 bulan lalu","2026-02-02T23:14:47Z"
"pantainya bersih, bisa turun ke bawah didampingi guide yang super ramah puolll
guide nya juga bisa foto dan video yang cukup baguss","Banyu Tibo Beach","5.0","bagas aditama","6 bulan lalu","2025-11-14T14:10:26Z"
"Pantai terbaik nomer 2 di JLS (no.1 pantai Pangasan). Ada air terjun yg langsung mengalir ke pantai. Pantainya kecil dan bersih.
Kalo mau kesini mending di lihat dulu waktu pasang dan surut air laut, kalo pas pasang akan sangat berbahaya untuk turun ke bawah.
Biasanya ada orang yg jaga buat menurunkan tangga bambu menuju pantai di bawah air terjun, (bayar seiklasnya)
Di balik air terjunnya ada goa kecil yg bisa di masuki.","Banyu Tibo Beach","5.0","nicky minaj","setahun lalu","2025-04-06T09:08:58Z"
"Pantainya sangat asri menawan sayang pas kesana laut lagi pasang sehingga tidk bisa turun akses masuk sempit terutama samping TPR mohon diperlebar","Banyu Tibo Beach","5.0","Sutiman Jogo","7 bulan lalu","2025-10-12T08:59:13Z"
"Htm 10k
Parkir 10k ( seikhlasnya )
Pantainya unik ada air terjun yg lgsg turun ke pantai

Turun ke pantainya dibatasi jam 1 siang smpe jam 4an sore
Penjaga pantai ramah tukang parkir ramah penjual ramah makanannya enk
Sempet beli soto kaget warnanya putih rasa nasi uduk nyel manis gurih enk sih","Banyu Tibo Beach","4.0","Joz Kutik","setahun lalu","2025-04-12T10:44:06Z"
"Meskipun mirip air terjun, tapi Ndak bisa buat mandi ya 🙂‍↕️
Sumber airnya dari air yg kurang bersih (bercampur dengan limbah toilet)","Banyu Tibo Beach","5.0","Irfan Arief","4 bulan lalu","2026-01-02T10:51:55Z"
"Perjalanan dengan akses jalan yang lumayan extreme terbayar dengan pemadangan yg sangat bagus,pantainya masih asri tidak terlalu ramai
HTM 10rb, parkir mobil 5rb
Harga makanan pun juga relatif murah
Penjual,petugas jaga dan tukang parkir juga ramah2
Recomended lah pokoknya🫰👍👍","Banyu Tibo Beach","5.0","Ara Queena Achmad","setahun lalu","2025-04-03T06:34:43Z"
"Sebenarnya pantai yg cantik, cm mgkin pemeliharaannya aja yg harus ditingkatkan","Banyu Tibo Beach","5.0","irawati","5 bulan lalu","2025-12-17T07:03:47Z"
"Pantai unik di Pacitan. Keunikannya terletak pada air terjun yang mengarah ke laut. Ya walaupun tak terlalu tinggi, namun aliran air dari sungai ini cukup deras. Sehingga ketika bermuara dilaut menciptakan pemandangan yang cukup indah. Pantainya tak terlalu luas. Garis pantainya pendek. Tipikal pantai tebing. Sehingga ketika pasang maka pengunjung tidak dapat turun ke pesisir di bawah dekat air terjun. Namun kebalikannya, saat air laut surut maka hamparan pasir putih terlihat di bawah dan bisa turun bermain di sana. Fasilitas penunjang ya lumayan lah. Ada warung juga. Jalan kalau dilewati mobil bisa, namun masih sempit. Semoga pemerintah setempat bisa mengembangkan pantai ini dengan sarana dan prasarana yang lebih representatif sehingga meningkatkan kunjungan wisatawan ke Pantai Banyu Tibo.","Banyu Tibo Beach","5.0","Bowo Ardianto","setahun lalu","2025-03-04T10:22:02Z"
"Datang kesini karena penasaran dengan air terjun yg langsung ke pantai. Ternyata indah banget pantainya.
Alhamdulillah datang pas cuaca cerah, langit biru dan laut biru. Tiket masuk 10.000/orang dan bayar parkir 2.000.
Hanya saja jalan masuknya agak sempit, tapi masih muat untuk mobil. Hanya saja kalau papasan, agak sulit. Semoga ada pembangunan lebih lagi.","Banyu Tibo Beach","4.0","Fera Mochi","setahun lalu","2025-02-25T13:48:41Z"
"Datang hari Minggu 6 Juli 2025, harga tiket dewasa 10rb/orang, jalan akses masuk lagi perbaikan, jalan buka tutup, parkir mobil pribadi terbatas, disarankan pakai kendaraan roda dua. Banyak spot foto.","Banyu Tibo Beach","4.0","Ammarx!","10 bulan lalu","2025-07-07T07:12:25Z"
"Salah satu surga tersembunyi di bumi, dari jalan besar melewati ladang pertanian penduduk. Dibantu para pemuda untuk mengkondiskan lalu litasnya. begitu tahu pemandangannya mereka tidak mau diajak pulang.","Banyu Tibo Beach","5.0","alexander ananto","10 bulan lalu","2025-07-02T03:26:31Z"
"Anda mencari pantai yg lain dari yang lain??
Ini mungkin jawabannya.
Saya baru pertama menyaksikan air terjun (mini) langsung ke pantai. Dan itu Asyikkk!!
Bisa merasakan diguyur air terjun sambil merasakan pasir di kaki. Pejamkan mata dan telinga dimanjakan suara deburan ombak. Beuh beuh beeeuuhh.

Yak! Di pantai ini anda bisa menemukan itu semua. Air terjun ini air tawar dari sungai yg mengalir ke arah laut. Pantai nya sebenernya hanya teluk kecil yg terbentuk karena kebaikan alam.

Semoga saat anda berkunjung, air laut tidak sedang pasang dan anda bisa turun ke pantai dari tempat parkiran. Jikapun tidak beruntung, anda bisa makan di warung lesehan samping sekalian memutar perekonomian lokal. Jangan lupa dibayar dulu semua sebelum makan yaa. 😉

Akses kesana cukup challenging. Persiapkan mobil dan driver anda!!","Banyu Tibo Beach","5.0","Nugraha Arya","Diedit setahun lalu","2025-01-05T03:55:49Z"
"Begitu indah dan rekomendasi wisata minat khusus goa di pacitan","Goa Luweng Jaran","5.0","aziz PSS","2 tahun lalu","2023-06-18T14:10:37Z"
"Luweng Jaran terletak di kedalaman 45 meter vertikal. Pos pertama 15 meter lalu tiba di dataran dalam gua. Jalan kaki masuk lorong Gua sampai tiba di pos 2. Dari pos 2, baru turun lagi sekitar 20 meter vertikal untuk sampai di ""menu alam utama"" luweng jaran.

Baru dua kali masuk luweng jaran yang begitu luar biasa indahnya dan megah ornamennya. Semoga waktu masih berpihak untuk kembali explore ke luweng jaran...","Goa Luweng Jaran","5.0","Fahmi Metala","5 tahun lalu","2021-02-26T20:36:31Z"
"Waduh tempatnya sudah tidak terawat lagi terasa merit, sepertinya goanya longsor cocok untuk tempat bertapa","Goa Luweng Jaran","3.0","Danu Nur Wibawa","5 tahun lalu","2021-03-29T05:47:25Z"
"terakhir kesini tahun 2016, waktu itu masih natural lingkungan entrance goa nya","Goa Luweng Jaran","5.0","alvredooo","5 tahun lalu","2020-12-26T19:27:32Z"
"Goa yang menawarkan keindahan ornamen juga pengalaman petualangan yang komplit dengan lorong goa vertikal juga horizontal","Goa Luweng Jaran","5.0","Muhammad Nur Arifin","9 tahun lalu","2017-05-19T01:48:04Z"
"Goa bawah tanah terpanjang. Ada aliran sungai bwh tanah","Goa Luweng Jaran","5.0","farid alvito","9 tahun lalu","2017-02-10T00:44:23Z"
"Sip... luar biasa kebesaran tuhan","Goa Luweng Jaran","5.0","Umar Al kufa","7 tahun lalu","2019-02-27T20:31:02Z"
"Kos nyaman dan aman","Goa Luweng Jaran","5.0","Dian Damayanti","6 tahun lalu","2019-07-27T14:29:30Z"
"Keindahaanya dan pemandangan bagus","Goa Luweng Jaran","5.0","Budi Janto","6 tahun lalu","2019-08-03T13:50:59Z"
"Pernah di sini","Goa Luweng Jaran","5.0","Madu Kembangrandu","2 tahun lalu","2024-03-01T14:05:36Z"
"Tempatnya bagus","Goa Luweng Jaran","5.0","Vico Vivo","4 tahun lalu","2022-05-10T01:50:01Z"
"Sy g masuk","Goa Luweng Jaran","4.0","Nuruz Zahiroh","7 tahun lalu","2018-10-28T01:45:08Z"
"Bagus","Goa Luweng Jaran","5.0","Sulistiyono","4 tahun lalu","2022-05-20T03:38:41Z"
"Spot Bagus","Goa Luweng Jaran","5.0","Luven Febrihandoko","7 tahun lalu","2019-01-19T08:59:16Z"
"Amazing under ground world number one Asia number two dunia, super extreme and long size","Goa Luweng Jaran","5.0","Whokho SiBolang","Diedit 7 tahun lalu","2018-05-23T18:49:58Z"
"Ok","Goa Luweng Jaran","5.0","Hendi Riska fianto","6 tahun lalu","2019-12-28T14:11:05Z"
"","Goa Luweng Jaran","2.0","Joko sulistyo (joko)","setahun lalu","2024-05-28T20:08:59Z"
"","Goa Luweng Jaran","4.0","rizky chandra","3 tahun lalu","2022-08-16T02:51:08Z"
